Key,english
xuiBuffStatMovementSpeed,ความเร็วในการเคลื่อนที่
xuiBuffStatSickness,โรคภัยไข้เจ็บ
xuiBuffStatStamina,พละกำลัง
xuiBuffStatWellness,Wellness
airConditioner,เครื่องปรับอากาศ
airConditionVentFan,พัดลมระบายอากาศ
airConditionVentFanDouble,"Vent Fan, Double"
alphabetLetterSignGroupDesc,Create your own billboards with these single letter signs and numbers.
apartmentMailboxClosed,"ตู้จดหมาย, ปิด"
apartmentMailboxClosedBlue,"ตู้จดหมาย, ปิด"
apartmentMailboxClosedGreen,"ตู้จดหมาย, ปิด"
apartmentMailboxClosedGrey,"ตู้จดหมาย, ปิด"
apartmentMailboxClosedRed,"ตู้จดหมาย, ปิด"
apartmentMailboxClosedWhite,"ตู้จดหมาย, ปิด"
apartmentMailboxClosedYellow,"ตู้จดหมาย, ปิด"
apartmentMailboxOpen,"ตู้จดหมาย, เปิด"
apartmentMailboxOpenBlue,"ตู้จดหมาย, เปิด"
apartmentMailboxOpenGreen,"ตู้จดหมาย, เปิด"
apartmentMailboxOpenGrey,"ตู้จดหมาย, เปิด"
apartmentMailboxOpenRed,"ตู้จดหมาย, เปิด"
apartmentMailboxOpenWhite,"ตู้จดหมาย, เปิด"
apartmentMailboxOpenYellow,"ตู้จดหมาย, เปิด"
arrowHelper,Arrow Helper
arrowSlit,Arrow Slit
awningBlock,Awning Block
awningCNRFull,Awning Corner Full
awningCNRInside,Awning Corner Inside
awningCNRRound,Awning Corner Round
awningCNRRoundTop,Awning Corner Round Top
awningCTRSheet,Awning Sheet Centered
awningGable,Awning Gable
awningGroupDesc,An awning made from cloth.\nThis will greatly reduce fall damage.
awningPyramid,Awning Pyramid
awningRamp,Awning Ramp
awningRampSheet,Awning Ramp Sheet
awningRampSheetCNRInside,Awning Ramp S Inside corner
awningRampSheetEdgeLeft,Awning Ramp S Edge Left
awningRampSheetEdgeRight,Awning Ramp S Edge Right
awningSheet,Awning Sheet
barracksChair,เก้าอี้ค่ายทหาร
barStool,เก้าอี้บาร์สีแดง
barStoolBlack,เก้าอี้บาร์สีดำ
barStoolBlue,เก้าอี้บารสีฟ้า
barStoolBrown,เก้าอี้บารสีน้ำตาล
barStoolGreen,เก้าอี้บารสีเขียว
barStoolGrey,เก้าอี้บาร สีเทา
barStoolPink,เก้าอี้บารสีสมพู
barStoolVariantHelper,เก้าอี้บาร์
barStoolWhite,เก้าอี้บาร์ สีขาว
bathroomStallCTRBeam,ราวแขวนผนังห้องน้ำ
bathroomStallDoor,Bathroom Stall Door
bathroomStallSCTRBeam,Bathroom Stall Door Top Support
bathroomStallSupport,Bathroom Stall Support
bathroomStallSupportLeft,Bathroom Stall Support Left
bathroomStallSupportRight,Bathroom Stall Support Right
bathroomStallWall,Bathroom Stall Wall
bed01,เตียงเก่า
bed01Frame,โครงเตียงเหล็ก
bed02,เตียงคิงไซส์
bedGroupDesc,การวางเตียงบนพื้นจะทำให้คุณเกิดใหม่ที่นั่นเมื่อคุณตาย การวางเตียงใหม่หรือหยิบเตียงที่วางล่าสุดจะล้างจุดเกิดใหม่ทั้งหมดอย่างถาวร เตียงจะแสดงบนแผนที่และเข็มทิศของคุณและป้องกันไม่ให้ซอมบี้เกิดใหม่ใกล้ ๆ.
bedroll,ถุงนอน
bedrollArmyGreen,ถุงนอนทหารสีเขียว
bedrollArmyGreenPOI,ถุงนอนทหารสีเขียว(POI)
bedrollBlockVariantHelper,ถุงนอน
bedrollBlue,ถุงนอน สีฟ้า
bedrollGreen,ถุงนอน สีเขียว
bedrollGrey,ถุงนอน สีเทา
bedrollOrange,ถุงนอน สีส้ม
bedrollPink,ถุงนอน ชมพู
bedrollPOI,ถุงนอน (POI)
bedrollPurple,ถุงนอน สีม่วง
bedrollRed,ถุงนอน สีเเดง
bedrollWhite,ถุงนอน สีขาว
bedrollYellow,ถุงนอน สีเหลือง
birdBathPlanter,กระถางอาบน้ำนก
bleachersBottomMiddle,Bleachers Bottom Middle
bleachersBottomSupport,Bleachers Bottom Support
bleachersSupport,Bleachers Support
bleachersTopMiddle,Bleachers Top Middle
bleachersTopSupport,Bleachers Top Support
bleachersUnderneathMiddle,Bleachers Underneath Middle
bleachersUnderneathSupport,Bleachers Underneath Support
boardedWindowsSheet4,Window Boards
bodyBagBlack,ถุงเก็บศพสีดำ
bodyBagBlackFlies,ถุงเก็บศพสีดำ
bodyBagPair,Body Bag Pair
bodyBagPairMixed,Body Bag Mixed
bodyBagPairYellow,Body Bag Pair Yellow
bodyBagPile,Body Bag Pile
bodyBagPileMix,Body Bag Pile Mix
bodyBagYellow,Body Bag Yellow
bodyBagYellowFlies,"Body Bag Yellow, Flies"
breakerBoxBroken,กล่องเบรกเกอร์แตก
breakerBoxClosed,กล่องเบรกเกอร์ปิด
breakerBoxOpen,กล่องเบรกเกอร์เปิด
breakerBoxWallClosed,ผนังกล่องเบรกเกอร์ปิด
breakerBoxWallOpen,ผนังกล่องเบรกเกอร์เปิด
brick2PlateCorner,Brick 2 Plate Corner
brick2PlateCornerHalf,Brick 2 Plate Corner Half
brickArch,Brick Arch 2m
brickArchCurveBase,Brick Arch Curve Base
brickArchCurveFiller,Brick Arch Curve Filler
brickArchCurveMiddle,Brick Arch Curve Middle
brickArchCurveTop,Brick Arch Curve Top
brickArchCurveTopMiddle,Brick Arch Curve Top Middle
brickArchCurveTopMiddleTopper,Brick Arch Curve Top Middle Topper
brickArchCurveWall,Brick Arch Curve Wall
brickArchCurveWallCap,Brick Arch Curve Wall Cap
brickBlock,Bricks
brickBlockBaseboard1,Brick Block Baseboard 1
brickBlockBaseboard4,Brick Block Baseboard 4
brickBlockBaseboardChairRail1,Brick Block Baseboard Chair Rail 1
brickBlockBaseboardChairRail4,Brick Block Baseboard Chair Rail 4
brickBlockTileBroken01,"Brick Block, Broken Tile"
brickBlockTrimCNRRound,Brick Corner Round Trim
brickBlockTrimHalfSplit,Brick Block Trim Half Split
brickBlockTrimHalfSplit4Sided,Brick Block Trim Half Split 4-Sided
brickBlockTrimHalfSplitDiagonal,Brick Block Trim Half Split Diagonal
brickBlockTrimQuarterCornerInside,Brick Block Trim 1/4 Corner Inside
brickBlockTrimQuarterCornerInsideTriangle,Brick Block Trim 1/4 Corner Inside Triangle
brickBlockTrimQuarterCornerOutside,Brick Block Trim1/4 Corner Outside
brickBlockTrimQuarterCornerOutside2Sided,Brick Block Trim 1/4 Corner Outside 2-Sided
brickBlockTrimQuarterEdge,Brick Block Trim Quarter Edge
brickBlockTrimQuarterEdge2Sided,Brick Block Trim 1/4 Edge 2-Sided
brickBlockTrimQuarterEdgeDouble,Brick Block Trim 1/4 Edge Double
brickBlockTrimQuarterEdgeRound,Brick Block Trim 1/4 Edge Round
brickCNRFull,Brick Full Corner
brickCNRInside,Brick Inside Corner
brickCNRRamp,Brick Ramp Corner
brickCNRRampFiller,Brick Ramp Corner Filler
brickCNRRound,Brick Corner Round
brickCNRRoundTop,Brick Corner Round Top
brickCornerstone,Brick Cornerstone
brickCTRPlate,Brick Plate Centered
brickCTRpole,Brick Pole Centered
brickCTRQuarter,Brick 1/4 Block Centered
brickCTRQuarterBroken,Brick 1/4 CTR Broken
brickDestroyedBlock01,Brick Destroyed Block 01
brickDestroyedBlock02,Brick Destroyed Block 02
brickDestroyedBlock03,Brick Destroyed Block 03
brickDestroyedBlock04,Brick Destroyed Block 04
brickDestroyedBlock05,Brick Destroyed Block 05
brickGable,Brick Gable
brickGable1m,Brick Gable 1m
brickGableInvertedHalf,Brick Gable Inverted Half
brickGableInvertedQuarter,Brick Gable Inverted Quarter
brickGableInvertedSteep,Brick Gable Inverted Steep
brickGableQuarter,Brick Gable Quarter
brickGroupDesc,Brick walls offer decent protection and can be upgraded to concrete later.
brickHalf,Brick 1/2 Block
brickHalfBlockBaseboard1,Brick Half Block Baseboard 1
brickHalfBlockBaseboard4,Brick Half Block Baseboard 4
brickHalfBlockChairRail1,Brick Half Block Chair Rail 1
brickHalfBlockChairRail4,Brick Half Block Chair Rail 4
brickHalfBlockCornerBaseboard1,Brick Half Block Corner Baseboard 1
brickHalfBlockCornerBaseboard4,Brick Half Block Corner Baseboard 4
brickHalfBlockCornerChairRail1,Brick Half Block Corner Chair Rail 1
brickHalfBlockCornerChairRail4,Brick Half Block Corner Chair Rail 4
brickHalfCentered,Brick 1/2 Block CTR
brickHalfCenteredDestroyedBlock01,Brick Destroyed Centered Half Block 01
brickHalfCenteredDestroyedBlock02,Brick Destroyed Centered Half Block 02
brickHalfCenteredDestroyedBlock03,Brick Destroyed Centered Half Block 03
brickHalfCenteredDestroyedBlock04,Brick Destroyed Centered Half Block 04
brickHalfCNRInside2,Brick 1/2 Block Corner Inside 2
brickHalfDestroyedBlock01,Brick Destroyed Half Block 01
brickHalfDestroyedBlock02,Brick Destroyed Half Block 02
brickHalfDestroyedBlock03,Brick Destroyed Half Block 03
brickHalfDestroyedBlock04,Brick Destroyed Half Block 04
brickHalfDestroyedBlock05,Brick Destroyed Half Block 05
brickHalfDestroyedBlock06,Brick Destroyed Half Block 06
brickHalfDestroyedBlock07,Brick Destroyed Half Block 07
brickHalfDestroyedBlock08,Brick Destroyed Half Block 08
brickHalfInsideCorner,Brick 7/8 Block
brickHalfRampStairs50,Brick 1/2 Ramp
brickHalfRampStairs50Filler,Brick 1/2 Ramp Filler
brickHalfTrimSplit,Brick 1/2 Block Trim Split
brickPlate,Brick Plate
brickPlateDiagonal,Brick Plate Diagonal
brickPlateDiagonalFiller,Brick Plate Diagonal Filler
brickPlateDiagonalFillerWallLeft,Brick Plate Diagonal Filler Wall Left
brickPlateDiagonalFillerWallRight,Brick Plate Diagonal Filler Wall Right
brickPlateDiagonalWallLeft,Brick Plate Diagonal Wall Left
brickPlateDiagonalWallRight,Brick Plate Diagonal Wall Right
brickPlateOffset,Brick Plate Offset
brickPlatePole,Brick Plate Pole
brickPlateWedgeFiller,Brick Plate Wedge Filler
brickPlateWedgeFillerWallLeft,Brick Plate Wedge Filler Wall Left
brickPlateWedgeFillerWallRight,Brick Plate Wedge Filler Wall Right
brickPlateWedgeIncline,Brick Plate Wedge Incline
brickPlateWedgeInclineWallLeft,Brick Plate Wedge Incline Wall Left
brickPlateWedgeInclineWallRight,Brick Plate Wedge Incline Wall Right
brickPlateWedgeTip,Brick Plate Wedge Tip
brickPlateWedgeTipWallLeft,Brick Plate Wedge Tip Wall Left
brickPlateWedgeTipWallRight,Brick Plate Wedge Tip Wall Right
brickPoleSCTR,Brick Pole SCTR
brickPyramid1m,Brick Pyramid 1m
brickQuarter,Brick 1/4 Block
brickQuarterCNR,Brick 1/4 Corner
brickQuarterCNR3Way,Brick 1/4 Corner 3Way
brickQuarterCNRQuarterPlate,Brick 1/4 Corner 1/4 Plate
brickQuarterSCtr,Brick 1/4 SCtr
brickQuarterTeeSCtr,Brick 1/4 T SCtr
brickQuarterTrimSplit,Brick 1/4 Block Trim Split
brickRamp,Brick Ramp
brickRampTrimQuarter,Brick Ramp Trim Quarter
brickShapes:VariantHelper,Brick Shapes
bricksStack,Brick Stack
brickStairs25,Brick Stairs 25
brickStairs25CornerCNR,Brick Stairs Corner
brickStairs50,Brick Stairs 50
brickStairsFilledRailingLeft,"Brick Stairs, Railing Left"
brickStairsFilledRailingRight,"Brick Stairs, Railing Right"
brickTubeCenter,Brick Tube 3m Center
brickTubeCorner,Brick Tube 3m Corner
brickTunnelCenter,Brick Tunnel 3m Center
brickTunnelCorner,Brick Tunnel 3m Corner
brickWedge,Brick Wedge
brickWedgeCNRInsideBottom,Brick Wedge Inside Corner Bottom
brickWedgeCNRInsideSteepBase,Brick Wedge Steep Inside Corner Base
brickWedgeCNRInsideSteepTop,Brick Wedge Steep Inside Corner Top
brickWedgeCNRInsideTop,Brick Wedge Inside Corner Top
brickWedgeCNRSteepBase,Brick Wedge Steep Corner Base
brickWedgeCNRSteepTop,Brick Wedge Steep Corner Top
brickWedgeIncline,Brick Wedge Incline
brickWedgeInclineCornerTop,Brick Wedge Incline Corner Top
brickWedgeNarrowHigh,Brick Narrow Wedge High
brickWedgeNarrowLow,Brick Narrow Wedge Low
brickWedgeNarrowMid,Brick Narrow Wedge Mid
brickWedgeNarrowTip,Brick Narrow Wedge Tip
brickWedgeRampLeftIntersection,Brick Wedge - Ramp Left
brickWedgeRampRightIntersection,Brick Wedge - Ramp Right
brickWedgeStairs,Brick Wedge Stairs
brickWedgeSteepTipLeftIntersection,Brick Wedge Steep - Tip Left
brickWedgeSteepTipRightIntersection,Brick Wedge Steep - Tip Right
brickWedgeSteepWedgeLeftIntersection,Brick Wedge Steep - Wedge Left
brickWedgeSteepWedgeRightIntersection,Brick Wedge Steep - Wedge Right
brickWedgeTip,Brick Wedge Tip
brickWedgeTipCNRFullBottom,Brick Wedge Full Corner Bottom
brickWedgeTipCNRFullTop,Brick Wedge Full Corner Top
brickWedgeTipRampLeftIntersection,Brick Wedge Tip - Ramp Left
brickWedgeTipRampRightIntersection,Brick Wedge Tip - Ramp Right
brickWedgeTipStairs,Brick Wedge Tip Stairs
brickWedgeTipSteepTipLeftIntersection,Brick Wedge Tip Steep - Tip Left
brickWedgeTipSteepTipRightIntersection,Brick Wedge Tip Steep - Tip Right
brickWedgeTipSteepWedgeLeftIntersection,Brick Wedge Tip Steep - Wedge Left
brickWedgeTipSteepWedgeRightIntersection,Brick Wedge Tip Steep - Wedge Right
brickWindowArch3MCNR,Brick 3m Arch Window Corner
brickWindowArch3MCTR,Brick 3m Arch Window Center
brickWindowArch3MTip,Brick 3m Arch Window Tip
brickWindowArchTop,Brick Window Arch Top
brickWindowCircle,Brick Window Circle
brickWindowCircleCorner,Brick Window Circle Corner
brickWindowRoundTop,Brick Window Round Top
bridgeConcreteBlock,Bridge Concrete Block
bridgeMetalRivetBlock,Bridge Metal Rivet Block
bridgeWoodBlock,Bridge Wood Block
bulletproofGlassGroupDesc,Bulletproof Glass can be repaired but requires completely new blocks of the same type as repair material.
bunkBedFrame,"Bunk Bed, Frame"
bunkBedMade,"Bunk Bed, Made"
bunkBedMattress,"Bunk Bed, Mattress"
bunkBedMessy,"Bunk Bed, Messy"
bunkBedRandomHelper,#ERROR!
bunkBedRandomHelperDesc,Will randomly spawn a variant of bunk bed.
burningBarrel,Burning Barrel (POI)
burningBarrelPlayer,Burning Barrel
burntWoodBlock1,Burnt Wood Block 1
burntWoodBlock2,Burnt Wood Block 2
burntWoodBlock3,Burnt Wood Block 3
burntWoodBlock4,Burnt Wood Block 4
burntWoodBlock5,Burnt Wood Block 5
burntWoodBlock6,Burnt Wood Block 6
burntWoodRamp7,Burnt Wood Ramp 7
burntWoodRoof,Burnt Wood Roof
burntWoodWedge7,Burnt Wood Wedge 7
cable1,Cable1
cars3WideRandomHelper,#ERROR!
cars3WideRandomHelperDesc,Will randomly spawn undamaged cars that are 3 blocks wide.\nTo be used on flatbed trailers or where the car needs to be centered.
